pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
villagers,disappeared,11,least 11 villagers,disappeared in,ensuing tsunami,tier2_semantic,0.7301
china,developed,variolation,variolation,developed,several thousand years ago,tier2_semantic,0.7288
limitations,might on,interstate commerce clause,rosen,argues that,one most important provisions constitution exile is limitations interstate commerce clause,tier2_semantic,0.7288
bbc content,often,satellite television,it,like,other bbc content mid 1990s,tier2_semantic,0.7286
henry letheby,anodic oxidation,aniline,henry letheby,obtained by anodic oxidation of aniline in sulfuric acid,partly conductive material,tier2_semantic,0.7282
neighborhood,located west of,st george,darling road,in,malvern east,tier2_semantic,0.7271
continuous capacity building,for,enhancement skills,its objective is,to organize in service,continuous capacity building professional development training sessions,tier2_semantic,0.7269
aiseau,dedicated,industry,economy ostrov,based on,electronic industries,tier2_semantic,0.7267
1h nmr spectra,can takes,minutes,acquisition quantitative heavy element spectra,takes,tens minutes hours,tier2_semantic,0.7262
may 13,may 2010,may 13 2010 yost was named manager,yost,named manager of,kansas city royals,tier2_semantic,0.7253
video concert hall,ran,1978,video concert hall,ran daily on usa network,durations ranging one four hours,tier2_semantic,0.7246
total,constructed,fresh food story,total fresh food story,constructed at,end north mall,tier2_semantic,0.7235
they,conspired,weaken,repeated attempts,to regain,throne,tier2_semantic,0.7222
arminius,leader,allies,leader,of,neo arcadia,tier2_semantic,0.7221
passenger services,terminated,31 december 1954,passenger services,terminated on,line,tier2_semantic,0.7217
final panel,shows,her,she,in a,stage show,tier2_semantic,0.7215
one candidate,located near,lake huron,one two areas,on,eastern side lake,tier2_semantic,0.7207
they,not believe,trinity,god trinity,accepted by,vast majority christians,tier2_semantic,0.7205
he,buried,abbey psalms mausoleum,blanche,buried at,three rivers cemetery,tier2_semantic,0.7205
rebellions,crushed,these rebellions,repeated attempts regain throne,leading to,severe uprisings,tier2_semantic,0.7202
newhan,split,season,newhan,split,season between triple round rock where he hit 308,tier2_semantic,0.7202
she,published with,francis la flesche,she,published the omaha tribe with,francis la flesche,tier2_semantic,0.7183
frowin,founded,new engleberg,frowin,founded,benedictine monastery new engleberg conception,tier2_semantic,0.7166
she,alerts,fbi,crime master,finds out about,this,tier2_semantic,0.7166
exhibit,combined,contact sheets,exhibit,combined the work of all three with,contact sheets their time helmut,tier2_semantic,0.7159
kabul,depended,economy,textile industries,in,kabul,tier2_semantic,0.7155
models,likely taking into account,size,one major difference,between,two models,tier2_semantic,0.7152
pursuit,may is halted,2 may,pursuit routed enemy french border,halted,2 may,tier2_semantic,0.7143
show,designed,appear,rebbes,in,list,tier2_semantic,0.7138
administration,located,district,these,include,any deputy assistant president,tier2_semantic,0.7131
conte quinto mazzolini,served as,italian consul jerusalem,his elder brother,served as,italian consul,tier2_semantic,0.7129
advertising,off,xm,xm,did offer,free month service,tier2_semantic,0.7128
richard ciano,accept,review,mccreadie,indicated that,party president richard ciano should accept same review if motion was passed,tier2_semantic,0.7127
gameplay,must,shoot,gameplay,very,basic,tier2_semantic,0.7114
surface,nature,ionic polar,if introduced surface had ionic nature,there would,water molecules standing upright 1 2 four sp3 orbitals,tier2_semantic,0.7113
competition,been joined by,richmond,richmond,joined the competition in,1908,tier2_semantic,0.7107
legislation,provides,line duty,these services,provided in compliance with,state law,tier2_semantic,0.7099
pierre dumas,take,test,pierre dumas,doctor,race,tier2_semantic,0.7081
voorhees,approved,plan,he,in,outreach program,tier2_semantic,0.7079
students,undertake,university level work,her master degree,in the field of,controls,tier2_semantic,0.7077
room,could no contained,no one,no one room,could have survived,when explosion tore through hut,tier2_semantic,0.7062
king,refers to,writings,his works,in,iconography,tier2_semantic,0.7062
michael,asks,lindsay,michael,lives with,george michael,tier2_semantic,0.7052
franco,leave,city,outbreak plague,caused franco to leave,city,tier2_semantic,0.7038
british army,shown,overstretched,british army,been shown to be overstretched by,crimean war,tier2_semantic,0.7036
prior,could precedes,player,offensive,on,23 may,tier2_semantic,0.7033
abs,give,each,numbers right side,equal to,numbers left side,tier2_semantic,0.701
these skills,proven,during korean war,these skills,readily proven when,personnel were mobilized recalled back active duty,tier2_semantic,0.7009
fillets,put,mix,mix,of,sugar,tier2_semantic,0.6995
wide acceptance,may requires,recognized standards,adoption,support for,high bit depths,tier2_semantic,0.6973
institut constant de rebecque,named,benjamin constant,institut constant de rebecque,named after,writer political philosopher benjamin constant,tier2_semantic,0.697
it,not,passable,it,if attempted must be done on,foot,tier2_semantic,0.696
he,sold to,kardex rand,he,passed,ransom money,tier2_semantic,0.6951
john crozier jr,could in,feud,his son,killed in,feud,tier2_semantic,0.6929
alexander,army,plain,army 1st armored division,of,u s,tier2_semantic,0.6928
he,of the order of st john,officer,lord lieutenant,of,ireland,tier2_semantic,0.6927
blackburne,could would not tolerate,refusal ratify appointment,he,insisted on,appointment abraham brewster law adviser lord lieutenant ireland,tier2_semantic,0.6919
next best team,clear,six points,brumbies,six points clear of,next best team,tier2_semantic,0.6918
rsno,base,henry wood hall,henry wood hall,in,glasgow,tier2_semantic,0.6909
speakers language,favor,government,speakers language,believe that abandoning their own language language in favor of the other language will help them achieve,certain goals within government,tier2_semantic,0.6907
one environment,might not in,another environment,work,not allowed,public staging,tier2_semantic,0.6906
marcus perperna,one of,consulars,marcus perperna,one of,consulars who bore testimony behalf marcus aemilius scaurus his trial,tier2_semantic,0.6904
barrack blocks,likely,room number,trail crew,housed at,lodge,tier2_semantic,0.6898
he,lodged,28 st thomas s street,hawthorn road,in,caulfield north,tier2_semantic,0.6897
building,occupied,1949,historical buildings,mainly located in,old city,tier2_semantic,0.6875
he,suggest spent,some time argyll,he,probably saw active service as,soldier scottish forces,tier2_semantic,0.6841
eddie,left,band,clarke,left,studio,tier2_semantic,0.6838
bsa,gave,power,bsa,gave,power segregate african americans white scouts local councils,tier2_semantic,0.6838
scam websites,promote,1 weird old tip belly fat diets,photograph her,co opted to promote,ubiquitous 1 weird old tip belly fat diets,tier2_semantic,0.6832
hoechst 33342 33258,quenched by,bromodeoxyuridine,hoechst,quenched,33342 33258,tier2_semantic,0.6826
those,speak,home,spirits,attacking,them,tier2_semantic,0.6824
keats,led,his family assume,keats,it seems had a genuine desire to become,doctor,tier2_semantic,0.6822
manhattan,held,service,subway,in,new york city,tier2_semantic,0.6819
lletty shenkin explosion,led to,demands,explosion,tore through,hut,tier2_semantic,0.6802
it,described as,german armada preparing invade england,john buchan,described it as,open air adventure thriller about two young men who stumble upon german armada preparing invade england,tier2_semantic,0.68
not everyone,not decides,track,debate,on,opposing attitudes love,tier2_semantic,0.6795
scam websites,promote,penny auctions,photograph her,co opted to promote,penny auctions,tier2_semantic,0.6791
kannada,played,maduveya vayasu,maduveya vayasu song,from,nanjundi kalyana,tier2_semantic,0.6771
another wreck,located near,michigan,two crashes,involved,fatalities,tier2_semantic,0.6759
sponsors,off,xm,fans,cancellled,their xm radio subscriptions,tier2_semantic,0.6757
these skills,proven,readily,it must be difficult,to find,substitutes,tier2_semantic,0.6749
each,different,parts,each matoran,met,each other,tier2_semantic,0.6748
1918,the year,municipality was renamed,new municipalities,created,romblon,tier2_semantic,0.6742
these beams,stem,omega effect,these beams,stem from,cosmic energy source called omega effect,tier2_semantic,0.6737
third tv drama series,broadcast,2008,third tv drama series,broadcast,featuring mao inoue anmitsu,tier2_semantic,0.6724
kabul,came,tourism,most its economy,came through,tourism,tier2_semantic,0.6711
abraham stern,head of,lehi terrorist group,his elder brother,undertook negotiations with,abraham stern,tier2_semantic,0.6704
u s justice department,cited,bond,u s justice department report,cited bond for forcing graves out over,disagreement representative sam graves,tier2_semantic,0.6698
mark portmann,left,1994,band,exists,after mark portmann left,tier2_semantic,0.669
c hp line,ran,parsley hay,single line,ran,south ashbourne,tier2_semantic,0.6688
dangaioh,storyline elements,storyline elements,dangaioh s storyline elements,appeared in,banpresto s super robot wars games,tier2_semantic,0.6687
organ,one of,baroque period s best known organ makers,curley,the first classical organist to perform,solo organ recital,tier2_semantic,0.6686
third known version,part of,2189014 00 212,part number 2189014 00 212,being produced,february 1993,tier2_semantic,0.6679
west bronx neighborhood association inc,not,not profit corporation,gonzalez,accused of defrauding,west bronx neighborhood association inc,tier2_semantic,0.6673
england,placed emphasis on,orientation,emphasis,placed on,orientation chapels east,tier2_semantic,0.6672
constitution exile,might,limitations,series,of,three constitutional amendments,tier2_semantic,0.6671
variolation,known,form,early form vaccination,known as,variolation,tier2_semantic,0.6666
