pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
television station,broadcast,daily programming,tv8 network,the established common name between,three stations,tier2_semantic,0.7532
she,makes,innuendo,she,makes,innuendo relating slang use beaver,tier2_semantic,0.7529
many,removed,psychosocial burden,many,surgically removed for,relief psychosocial burden,tier2_semantic,0.7529
aramata collection,contains,thousands rare books,his aramata collection,houses,rare books 19th century,tier2_semantic,0.7527
lindsay,lives with,michael,michael,asks to live together in the bluth model home with him and george michael to keep the family together,his self centered twin sister lindsay s husband tobias,tier2_semantic,0.7526
plants,include,bristlecone cryptantha,bristlecone cryptantha,adapted to,unique limestone soils mountains,tier2_semantic,0.7523
wild cards,defines,events,level importance,pertaining to,event,tier2_semantic,0.75
burnham,at,santa barbara california,santa barbara,in,california,tier2_semantic,0.7496
they,do not,possess,zero,unsure of,who he is,tier2_semantic,0.7496
barrett s esophagus,occurs in,cuboidal cells,this,occurs,those barrett s esophagus,tier2_semantic,0.7493
modernity,not sacrificed,tradition,considerable resistance,to popularize,practice,tier2_semantic,0.7489
trumbull,credited,incorrectly,trumbull,often incorrectly credited as,sole special effects creator 2001,tier2_semantic,0.7479
romblon,in,16 march 1901,wright,the subject in,may 1961,tier2_semantic,0.7467
list,contains,turbomachinery,rebbes,in,list,tier2_semantic,0.7461
memorial service,attract,controversy,memorial service aboard missouri,attracted controversy,april 2001,tier2_semantic,0.7456
speakers language,favor,workplace,speakers language,believe that abandoning their own language language in favor of the other language will help them achieve,certain goals within workplace,tier2_semantic,0.7453
group,featured,southeast asia,jakarta,in,southeast asia,tier2_semantic,0.7448
students,ought to achieve,minimum level academic preparation,recommended g courses,illustrate,minimum level academic preparation students ought achieve high school undertake university level work,tier2_semantic,0.7444
she,taken,hand,her image,held,aloft,tier2_semantic,0.7443
latter,lifted,as,latter,lifted as the,b side keep loving me,tier2_semantic,0.7442
threats,do not,justify,several attacks,on,building,tier2_semantic,0.7438
she,provided,dvd release,audio commentary,provided on,dvd release show s third series,tier2_semantic,0.7429
ryan cameron,lobby,petition,morning show host ryan cameron,lobbied by putting together,petition listeners,tier2_semantic,0.7427
club,sees,sixth,this,sees,club ranked sixth terms premierships won,tier2_semantic,0.7426
building,undergone,transformation,cathedral,thoroughly renovated,2008,tier2_semantic,0.7425
zane,offered,chance,zane,son of,kesey,tier2_semantic,0.7423
billboard,ranked,twelfth,billboard magazine,placing the album,twelfth,tier2_semantic,0.7418
they,held,workshop,its objective is,to organize,workshops local international conferences,tier2_semantic,0.7418
isomers,depend,position,known isomers octene,depend on,position double bond carbon chain,tier2_semantic,0.7409
moutier grandval abbey,property,courtelary,list,of,properties moutier grandval abbey,tier2_semantic,0.7409
second station,in,valley,s d station,being restored,currently,tier2_semantic,0.7406
morena,help,help,she,had the help of,morena,tier2_semantic,0.7381
city council,refrain,interfere,city council,would refrain to interfere,district immunity status around cathedral st peter,tier2_semantic,0.7377
john crozier jr,in,feud,his son,killed in,feud,tier2_semantic,0.7376
world war ii,occurred,during,war,in,korea,tier2_semantic,0.7375
administration,located,around cathedral st peter,part administration bremen cathedral,located,district immunity status around cathedral st peter,tier2_semantic,0.7371
1st armored,fail,deploy,failure 1st armored arrive intact deploy single entity,would have important consequences in,later action against german forces tunisia,tier2_semantic,0.737
king,refers to,behavior,slave,might fear,cruel master,tier2_semantic,0.7369
cotton mather,called,rogue s island,rogue s island,in,new england,tier2_semantic,0.7368
asian species,introduced,east africa,cultivation,introduced to,east africa,tier2_semantic,0.7367
dyrrhachium,surrendered,basil ii,governor important adriatic port dyrrhachium,surrendered the town to,basil ii,tier2_semantic,0.7365
staff,informed,5pm,staff s personal emails,closed,shortly thereafter 10pm gmt,tier2_semantic,0.7363
it,part of,lancashire,ribble valley district,part of,non metropolitan county lancashire,tier2_semantic,0.7362
erasistratus,suspects,love,opposing attitudes love,found throughout,play,tier2_semantic,0.7359
wide acceptance,requires,recognized standards,adoption,support for,high bit depths,tier2_semantic,0.7354
i i t madras,awarded,master degree,i i t,in,madras,tier2_semantic,0.7354
m phil phd students,receives,workshops,workshops local international conferences,for enhancement of skills and competitive strength of,faculty staff m phil phd students,tier2_semantic,0.7352
models,produce,figures,objects are so far away,do not contribute significantly to,final image,tier2_semantic,0.7351
cyprinidae,went,extinct,considerable number cyprinidae,went entirely extinct,southwestern north america,tier2_semantic,0.7347
dialects,speak,they,are,the dialects they speak,similar but have different intonations,tier2_semantic,0.7343
payments,specify,residual duties,continuing duties,specified for,freed slaves,tier2_semantic,0.7328
these skills,proven,during berlin crisis,personnel,mobilized,during berlin crisis,tier2_semantic,0.7321
they,include,lady shiva,some most dangerous assassins,including,lady shiva,tier2_semantic,0.7321
charlotte,played by,barrie,barrie,charlotte in,television movie use hall,tier2_semantic,0.7317
ruby hunter,dubbed,tiddas,their performance,inspired ruby hunter to dub the trio,tiddas,tier2_semantic,0.7309
fountain,located near,us 258,main street,in,huntington beach,tier2_semantic,0.7296
china,developed,variolation,variolation,developed,several thousand years ago,tier2_semantic,0.7288
bbc content,often,satellite television,it,like,other bbc content mid 1990s,tier2_semantic,0.7286
rabies vaccination,took place,1886,vaccinations,against other viral diseases followed,rabies vaccination louis pasteur,tier2_semantic,0.7284
henry letheby,anodic oxidation,aniline,henry letheby,obtained by anodic oxidation of aniline in sulfuric acid,partly conductive material,tier2_semantic,0.7282
watson,served,as,watson,served as,minority leader,tier2_semantic,0.7277
participant,attribute,result,non maximal result,can be attributed to,participant,tier2_semantic,0.7274
he,met,scott,he,wished that,he d met him week before,tier2_semantic,0.7266
morena,captivate,yaromir,she,captivated,yaromir,tier2_semantic,0.7256
video concert hall,ran,1978,video concert hall,ran daily on usa network,durations ranging one four hours,tier2_semantic,0.7246
total,constructed,fresh food story,total fresh food story,constructed at,end north mall,tier2_semantic,0.7235
limitations,on,interstate commerce clause,rosen,argues that,one most important provisions constitution exile is limitations interstate commerce clause,tier2_semantic,0.7234
boeing,say,that,4b,a,skyhawk,tier2_semantic,0.7232
they,conspired,weaken,repeated attempts,to regain,throne,tier2_semantic,0.7222
arminius,leader,allies,leader,of,neo arcadia,tier2_semantic,0.7221
final panel,shows,her,she,in a,stage show,tier2_semantic,0.7215
african americans,from,white scouts,bsa,gave,power segregate african americans white scouts local councils,tier2_semantic,0.7208
one candidate,located near,lake huron,one two areas,on,eastern side lake,tier2_semantic,0.7207
pulse,gives,suboptimal absorption,average magnetization vector points nonparallel direction,giving,suboptimal absorption pulse,tier2_semantic,0.7203
rebellions,crushed,these rebellions,repeated attempts regain throne,leading to,severe uprisings,tier2_semantic,0.7202
medieval school jewish philosophy,framed,judaism,god infinite,no needs to,medieval school jewish philosophy,tier2_semantic,0.7202
newhan,split,season,newhan,split,season between triple round rock where he hit 308,tier2_semantic,0.7202
mix,contains,celery,mix,of,lots parsley celery,tier2_semantic,0.7199
she,published with,francis la flesche,she,published the omaha tribe with,francis la flesche,tier2_semantic,0.7183
songs,negate,what,breathe,the first song of,same album,tier2_semantic,0.7182
satellite television,of,mid 1990s,other bbc content,of,mid 1990s,tier2_semantic,0.7174
wright,surprised by,michael aspel,wright,the subject on,two occasions,tier2_semantic,0.7171
frowin,founded,new engleberg,frowin,founded,benedictine monastery new engleberg conception,tier2_semantic,0.7166
exhibit,combined,contact sheets,exhibit,combined the work of all three with,contact sheets their time helmut,tier2_semantic,0.7159
millais,put,lamps,millais,putting to warm the water,lamps,tier2_semantic,0.7157
kabul,depended,economy,textile industries,in,kabul,tier2_semantic,0.7155
maeby,lives with,michael,michael,asks to live together in the bluth model home with him and george michael to keep the family together,their daughter maeby,tier2_semantic,0.7152
isomers,depend,geometry,known isomers octene,depend on,geometry double bond carbon chain,tier2_semantic,0.7152
tell me my name,a,television film,emily mcphail,a character in,tell me my name,tier2_semantic,0.7143
conte quinto mazzolini,served as,italian consul jerusalem,his elder brother,served as,italian consul,tier2_semantic,0.7129
richard ciano,accept,review,mccreadie,indicated that,party president richard ciano should accept same review if motion was passed,tier2_semantic,0.7127
some,demand,pierre dumas take test,test,will be to see if,race doctor pierre dumas had been drinking wine make his own job easier,tier2_semantic,0.7119
surface,nature,ionic polar,if introduced surface had ionic nature,there would,water molecules standing upright 1 2 four sp3 orbitals,tier2_semantic,0.7113
may 13,2010,was date when yost was named manager,yost,named manager of,kansas city royals,tier2_semantic,0.7103
boeing,say,budget cuts,factors outside their control,like,budget cuts,tier2_semantic,0.7093
regulator movement,took place,between 1765 1771,regulator movement,an uprising of,settlers,tier2_semantic,0.7086
she,studied,aerospace engineering,she,received,her master degree field controls guidance instrumentation,tier2_semantic,0.7064
