sent_id,sentence,Subject,Predicate,Object,drop_reason
sent_0373,Childers 's biographer Andrew Boyle noted : `` For the next ten years Childers 's book remained the most powerful contribution of any English writer to the debate on Britain 's alleged military unpreparedness '' .,Childers,wrote,book,predicate_not_grounded
sent_0373,Childers 's biographer Andrew Boyle noted : `` For the next ten years Childers 's book remained the most powerful contribution of any English writer to the debate on Britain 's alleged military unpreparedness '' .,Andrew Boyle,noted,quote,object_ungroundable
sent_0373,Childers 's biographer Andrew Boyle noted : `` For the next ten years Childers 's book remained the most powerful contribution of any English writer to the debate on Britain 's alleged military unpreparedness '' .,Britain,has,alleged military unpreparedness,predicate_not_grounded
sent_0377,"Although in Flanders , the Flemish Region assigned all of its powers to the Flemish Community , the Walloon Region remains in principle distinct from and independent from the French Community , and vice-versa .",Flemish Region,to,Flemish Community,predicate_not_grounded
sent_0377,"Although in Flanders , the Flemish Region assigned all of its powers to the Flemish Community , the Walloon Region remains in principle distinct from and independent from the French Community , and vice-versa .",the Walloon Region,from,French Community,predicate_not_grounded
sent_0378,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,Autostereoscopic images,is,type,object_ungroundable
sent_0378,Autostereoscopy is any method of displaying stereoscopic images without the use of special headgear or glasses on the part of the viewer .,Stereoscopic images,is,type,object_ungroundable
sent_0379,"The Chapters of Bremen Cathedral and part of the administration were located within the city boundary in a district of immunity and extraterritorial status around the Cathedral of St. Peter , where the city council would refrain to interfere .",Cathedral of St. Peter,has,district of immunity and extraterritorial status,predicate_not_grounded
sent_0379,"The Chapters of Bremen Cathedral and part of the administration were located within the city boundary in a district of immunity and extraterritorial status around the Cathedral of St. Peter , where the city council would refrain to interfere .",Cathedral of St. Peter,has,city boundary,predicate_not_grounded
sent_0380,The championship was at the Pinehurst Resort where Stewart won his last major championship only a few months before his death .,Pinehurst Resort,located at,championship,predicate_not_grounded
sent_0380,The championship was at the Pinehurst Resort where Stewart won his last major championship only a few months before his death .,Stewart,died,after winning last major championship,predicate_not_grounded
sent_0380,The championship was at the Pinehurst Resort where Stewart won his last major championship only a few months before his death .,Stewart,died,a few months after winning last major championship,predicate_not_grounded
sent_0380,The championship was at the Pinehurst Resort where Stewart won his last major championship only a few months before his death .,championship,held at,Pinehurst Resort,predicate_not_grounded
sent_0380,The championship was at the Pinehurst Resort where Stewart won his last major championship only a few months before his death .,Stewart,had,last major championship,predicate_not_grounded
sent_0380,The championship was at the Pinehurst Resort where Stewart won his last major championship only a few months before his death .,Stewart,had,major championship,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Necro,teamed with,Chris Hero,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Necro,defended,honor of Candice LeRae,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Necro,defended,honor,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Chris Hero,teamed with,Necro,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Chris Hero,defended,honor of Candice LeRae,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Chris Hero,defended,honor,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Human Tornado,allied with,Claudio Castagnoli,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Human Tornado,allied with,Eddie Kingston,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Claudio Castagnoli,allied with,Human Tornado,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Claudio Castagnoli,allied with,Eddie Kingston,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Eddie Kingston,allied with,Human Tornado,predicate_not_grounded
sent_0381,"Necro became a regular member of the PWG roster through the majority of 2008 , teaming with Chris Hero to defend the honor of Candice LeRae against the Human Tornado and his allies in Claudio Castagnoli and Eddie Kingston .",Eddie Kingston,allied with,Claudio Castagnoli,predicate_not_grounded
sent_0383,"He played for the Kangaroos in all four matches , including the final , scoring one try .",He,played,for,object_not_grounded
