sentence_id,sentence,Subject,Predicate,Object
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .","Tracy 's secretary , Gwen Andrews",provides the same kind of feminine interest as,Tess Trueheart
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .",Tracy,has,secretary
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .",Gwen Andrews,is,Tracy 's secretary
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .",Tess Trueheart,provides,feminine interest
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .",FBI Director Clive Anderson,is the same kind of avuncular superior as,Chief Brandon
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .",Chief Brandon,is,an avuncular superior
test_0117,"However , comic relief sidekick `` Mike McGurk '' bears some resemblance to Tracy 's partner from the strip , Pat Patton ; Tracy 's secretary , Gwen Andrews , provides the same kind of feminine interest as Tess Trueheart ; and FBI Director Clive Anderson is the same kind of avuncular superior as Chief Brandon .",Clive Anderson,is,FBI Director
test_0118,"However , during his rehearsal , Knievel lost control of the motorcycle and crashed into a cameraman .",Knievel,lost control of,the motorcycle
test_0118,"However , during his rehearsal , Knievel lost control of the motorcycle and crashed into a cameraman .",Knievel,had,a rehearsal
test_0118,"However , during his rehearsal , Knievel lost control of the motorcycle and crashed into a cameraman .",Knievel,crashed into,a cameraman
test_0119,"However , it became far less safe for the Nationals from 1983 onward , and strong population growth over the last three decades has seen it progressively lose its rural territory and reduced it to a more coastal-based and urbanised division .",population growth,was,strong
test_0119,"However , it became far less safe for the Nationals from 1983 onward , and strong population growth over the last three decades has seen it progressively lose its rural territory and reduced it to a more coastal-based and urbanised division .",strong population growth,has seen it progressively lose,its rural territory
test_0119,"However , it became far less safe for the Nationals from 1983 onward , and strong population growth over the last three decades has seen it progressively lose its rural territory and reduced it to a more coastal-based and urbanised division .",strong population growth,has reduced it to,a more coastal-based division
test_0119,"However , it became far less safe for the Nationals from 1983 onward , and strong population growth over the last three decades has seen it progressively lose its rural territory and reduced it to a more coastal-based and urbanised division .",strong population growth,has reduced it to,a more urbanised division
test_0119,"However , it became far less safe for the Nationals from 1983 onward , and strong population growth over the last three decades has seen it progressively lose its rural territory and reduced it to a more coastal-based and urbanised division .",it,became far less safe for,the Nationals
test_0120,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",vaccines,fail to protect the vaccinees when,the antigenicities of the seed strains and wild viruses do not match
test_0120,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",seed strains,have,antigenicities
test_0120,"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",wild viruses,have,antigenicities
test_0121,"If given this data , the Germans would be able to adjust their aim and correct any shortfall .",the Germans,would be able to adjust their aim If given,this data
test_0121,"If given this data , the Germans would be able to adjust their aim and correct any shortfall .",the Germans,would be able to correct any shortfall If given,this data
test_0122,"If the second excitation pulse is sent prematurely before the relaxation is complete , the average magnetization vector still points in a nonparallel direction , giving suboptimal absorption and emission of the pulse .",the average magnetization vector,points in a,nonparallel direction
test_0122,"If the second excitation pulse is sent prematurely before the relaxation is complete , the average magnetization vector still points in a nonparallel direction , giving suboptimal absorption and emission of the pulse .",the average magnetization vector points in a nonparallel direction,giving,suboptimal absorption of the pulse
test_0122,"If the second excitation pulse is sent prematurely before the relaxation is complete , the average magnetization vector still points in a nonparallel direction , giving suboptimal absorption and emission of the pulse .",the average magnetization vector still points in a nonparallel direction,giving,suboptimal emission of the pulse
test_0123,"In 1005 for example , the governor of the important Adriatic port of Dyrrhachium had surrendered the town to Basil II .",the governor of the important Adriatic port of Dyrrhachium,had surrendered the town  to,Basil II
test_0124,"In 1866 , he began a second term as Lord Chancellor , which ended with his death in the next year .",he,began a second term as,Lord Chancellor
test_0124,"In 1866 , he began a second term as Lord Chancellor , which ended with his death in the next year .",the Lord Chancellor,died,in 1867
test_0125,"In 1911 , with Francis La Flesche , she published `` The Omaha Tribe '' .",she,published,`` The Omaha Tribe ''
